customer_id,first_name,last_name,email,phone,city,country,created_at,platform
CUST-402428,Priya,Reddy,user53@example.com,+91 9861100122,Ahmedabad,India,2023-05-26 00:00:00,Amazon
CUST-107534,Pooja,Verma,user54@example.com,+91 9154056378,Bengaluru,India,2022-03-22 00:00:00,Amazon
CUST-294120,Neha,Desai,user55@example.com,+91 9905749233,Chennai,India,2022-08-30 00:00:00,Amazon
CUST-290733,Priya,Gupta,user56@example.com,+91 9930138373,Pune,India,2023-03-26 00:00:00,Amazon
CUST-108488,Anjali,Verma,user57@example.com,+91 9464717215,Bengaluru,India,2023-04-02 00:00:00,Amazon
CUST-258305,Anjali,Kumar,user58@example.com,+91 9353760819,Kolkata,India,2024-01-22 00:00:00,Amazon
CUST-260938,Kavita,Desai,user59@example.com,+91 9614054123,Mumbai,India,2023-12-02 00:00:00,Amazon
CUST-363237,Neha,Rao,user60@example.com,+91 9674428248,Pune,India,2024-04-10 00:00:00,Amazon
CUST-165402,Anjali,Patel,user61@example.com,+91 9922043724,Chennai,India,2022-04-30 00:00:00,Amazon
CUST-466643,Priya,Sharma,user62@example.com,+91 9967901045,Pune,India,2023-12-06 00:00:00,Amazon
CUST-361688,Kavita,Desai,user63@example.com,+91 9850936607,Kolkata,India,2024-02-13 00:00:00,Amazon
CUST-440216,Priya,Kumar,user64@example.com,+91 9748404640,Chennai,India,2023-11-23 00:00:00,Amazon
CUST-317083,Neha,Desai,user66@example.com,+91 9172121887,Mumbai,India,2023-05-28 00:00:00,Amazon
CUST-315160,Pooja,Sharma,user67@example.com,+91 9687861720,Pune,India,2023-03-02 00:00:00,Amazon
CUST-284407,Vikram,Rao,user68@example.com,+91 9503123168,Bengaluru,India,2024-02-08 00:00:00,Amazon
CUST-284660,Suresh,Reddy,user69@example.com,+91 9753539923,Bengaluru,India,2022-05-25 00:00:00,Amazon
CUST-384408,Pooja,Kumar,user70@example.com,+91 9265971719,Chennai,India,2024-05-16 00:00:00,Amazon
CUST-323267,Raj,Rao,user71@example.com,+91 9646019530,Kolkata,India,2023-03-12 00:00:00,Amazon
CUST-374291,Priya,Reddy,user72@example.com,+91 9724793683,Mumbai,India,2022-09-04 00:00:00,Amazon
CUST-192177,Kavita,Desai,user75@example.com,+91 9962972557,Pune,India,2023-02-15 00:00:00,Amazon
CUST-340555,Suresh,Reddy,user76@example.com,+91 9646603870,Hyderabad,India,2022-04-20 00:00:00,Amazon
CUST-324596,Suresh,Patel,user77@example.com,+91 9396471903,Pune,India,2022-05-18 00:00:00,Amazon
CUST-295623,Rahul,Verma,user78@example.com,+91 9456158918,Chennai,India,2024-01-30 00:00:00,Amazon
CUST-192744,Suresh,Gupta,user79@example.com,+91 9433924832,Hyderabad,India,2023-02-16 00:00:00,Amazon
CUST-389802,Vikram,Kumar,user80@example.com,+91 9157359761,Kolkata,India,2024-02-23 00:00:00,Amazon
CUST-411894,Suresh,Joshi,user81@example.com,+91 9805831207,Pune,India,2024-04-29 00:00:00,Amazon
CUST-185279,Pooja,Reddy,user82@example.com,+91 9203051813,Kolkata,India,2023-01-26 00:00:00,Amazon
CUST-384564,Rahul,Singh,user83@example.com,+91 9651810560,Pune,India,2024-03-05 00:00:00,Amazon
CUST-328524,Pooja,Patel,user84@example.com,+91 9248286010,Hyderabad,India,2023-03-28 00:00:00,Amazon
CUST-300049,Pooja,Joshi,user85@example.com,+91 9280518932,Kolkata,India,2023-07-11 00:00:00,Amazon
CUST-249436,Amit,Rao,user86@example.com,+91 9875652273,Bengaluru,India,2022-08-13 00:00:00,Amazon
CUST-445823,Rahul,Gupta,user87@example.com,+91 9909593553,Chennai,India,2022-01-26 00:00:00,Amazon
CUST-460998,Pooja,Sharma,user88@example.com,+91 9611930104,Hyderabad,India,2023-01-17 00:00:00,Amazon
CUST-456663,Amit,Reddy,user89@example.com,+91 9274497626,Pune,India,2023-01-08 00:00:00,Amazon
CUST-329372,Amit,Sharma,user90@example.com,+91 9101309060,Bengaluru,India,2023-05-22 00:00:00,Amazon
CUST-432454,Rahul,Gupta,user91@example.com,+91 9157954510,Pune,India,2022-08-01 00:00:00,Amazon
CUST-468098,Kavita,Patel,user93@example.com,+91 9691846322,Pune,India,2022-04-11 00:00:00,Amazon
CUST-425255,Vikram,Gupta,user94@example.com,+91 9329513860,Bengaluru,India,2022-07-20 00:00:00,Amazon
CUST-152022,Kavita,Patel,user95@example.com,+91 9760396220,Kolkata,India,2023-07-12 00:00:00,Amazon
CUST-145938,Suresh,Reddy,user96@example.com,+91 9416265870,Kolkata,India,2024-05-16 00:00:00,Amazon
CUST-154427,Vikram,Gupta,user97@example.com,+91 9676228471,Ahmedabad,India,2024-05-22 00:00:00,Amazon
CUST-146996,Suresh,Kumar,user98@example.com,+91 9236860018,Ahmedabad,India,2023-06-22 00:00:00,Amazon
CUST-440590,Pooja,Singh,user99@example.com,+91 9771380753,Chennai,India,2023-05-05 00:00:00,Amazon
CUST-108612,Priya,Rao,user100@example.com,+91 9345498683,Pune,India,2024-02-05 00:00:00,Amazon
CUST-423097,Rahul,Verma,user101@example.com,+91 9245245357,Kolkata,India,2022-10-21 00:00:00,Amazon
CUST-315628,Vikram,Desai,user102@example.com,+91 9811338235,Mumbai,India,2024-04-22 00:00:00,Amazon
CUST-154355,Vikram,Singh,user103@example.com,+91 9266952965,Bengaluru,India,2022-02-17 00:00:00,Amazon
CUST-360259,Pooja,Verma,user104@example.com,+91 9163522122,Bengaluru,India,2022-06-19 00:00:00,Amazon
CUST-493186,Raj,Desai,user105@example.com,+91 9370542162,Hyderabad,India,2024-01-17 00:00:00,Amazon
CUST-494121,Amit,Sharma,user106@example.com,+91 9195219997,Chennai,India,2022-05-24 00:00:00,Amazon
CUST-427064,Pooja,Singh,user107@example.com,+91 9397882085,Delhi,India,2022-08-11 00:00:00,Amazon
CUST-152272,Amit,Singh,user109@example.com,+91 9623207215,Ahmedabad,India,2023-11-03 00:00:00,Amazon
CUST-432149,Rahul,Patel,user110@example.com,+91 9399317479,Kolkata,India,2024-01-05 00:00:00,Amazon
CUST-332838,Amit,Reddy,user111@example.com,+91 9803122317,Ahmedabad,India,2024-02-19 00:00:00,Amazon
CUST-363906,Raj,Reddy,user112@example.com,+91 9327013193,Delhi,India,2022-10-23 00:00:00,Amazon
CUST-450072,Raj,Sharma,user115@example.com,+91 9904561269,Bengaluru,India,2022-03-12 00:00:00,Amazon
CUST-251993,Kavita,Reddy,user116@example.com,+91 9663607759,Delhi,India,2022-11-06 00:00:00,Amazon
CUST-320536,Vikram,Rao,user117@example.com,+91 9902914771,Mumbai,India,2022-11-01 00:00:00,Amazon
CUST-211081,Vikram,Sharma,user118@example.com,+91 9217796183,Chennai,India,2024-03-17 00:00:00,Amazon
CUST-216852,Suresh,Patel,user119@example.com,+91 9170908827,Mumbai,India,2023-02-05 00:00:00,Amazon
CUST-338356,Kavita,Patel,user120@example.com,+91 9552539416,Kolkata,India,2023-01-26 00:00:00,Amazon
CUST-389190,Kavita,Verma,user121@example.com,+91 9486441343,Ahmedabad,India,2022-06-30 00:00:00,Amazon
CUST-299795,Amit,Kumar,user122@example.com,+91 9719843588,Delhi,India,2023-05-22 00:00:00,Amazon
CUST-160031,Vikram,Reddy,user123@example.com,+91 9746868749,Hyderabad,India,2023-03-11 00:00:00,Amazon
CUST-202529,Rahul,Patel,user124@example.com,+91 9862936714,Hyderabad,India,2022-07-29 00:00:00,Amazon
CUST-346192,Neha,Patel,user125@example.com,+91 9310757356,Chennai,India,2024-01-15 00:00:00,Amazon
CUST-165242,Neha,Rao,user126@example.com,+91 9852801235,Mumbai,India,2022-08-12 00:00:00,Amazon
CUST-343241,Vikram,Singh,user128@example.com,+91 9822763821,Delhi,India,2022-10-31 00:00:00,Amazon
CUST-316496,Vikram,Patel,user129@example.com,+91 9235863763,Hyderabad,India,2023-11-28 00:00:00,Amazon
CUST-438092,Neha,Sharma,user130@example.com,+91 9889972571,Hyderabad,India,2022-04-24 00:00:00,Amazon
CUST-469012,Vikram,Rao,user131@example.com,+91 9773561227,Mumbai,India,2022-03-15 00:00:00,Amazon
CUST-488577,Amit,Sharma,user132@example.com,+91 9888970904,Hyderabad,India,2024-04-04 00:00:00,Amazon
CUST-307517,Anjali,Desai,user133@example.com,+91 9114007786,Pune,India,2023-04-14 00:00:00,Amazon
CUST-296421,Kavita,Singh,user135@example.com,+91 9138778912,Mumbai,India,2024-03-08 00:00:00,Amazon
CUST-217407,Suresh,Singh,user136@example.com,+91 9780799423,Delhi,India,2022-04-10 00:00:00,Amazon
CUST-366108,Raj,Rao,user137@example.com,+91 9323185442,Mumbai,India,2023-12-02 00:00:00,Amazon
CUST-248690,Anjali,Gupta,user138@example.com,+91 9154446946,Hyderabad,India,2022-11-02 00:00:00,Amazon
CUST-240304,Neha,Sharma,user139@example.com,+91 9397424571,Mumbai,India,2022-06-28 00:00:00,Amazon
CUST-445338,Kavita,Reddy,user140@example.com,+91 9867074846,Hyderabad,India,2023-10-04 00:00:00,Amazon
CUST-238673,Vikram,Rao,user141@example.com,+91 9847193911,Kolkata,India,2023-11-19 00:00:00,Amazon
CUST-261164,Suresh,Verma,user142@example.com,+91 9260274973,Chennai,India,2022-04-15 00:00:00,Amazon
CUST-317430,Vikram,Gupta,user143@example.com,+91 9335168266,Hyderabad,India,2023-01-19 00:00:00,Amazon
CUST-453003,Rahul,Joshi,user144@example.com,+91 9240875515,Pune,India,2022-07-10 00:00:00,Amazon
CUST-226644,Rahul,Sharma,user145@example.com,+91 9240214044,Pune,India,2022-10-30 00:00:00,Amazon
CUST-317347,Suresh,Rao,user147@example.com,+91 9571272468,Pune,India,2022-08-21 00:00:00,Amazon
CUST-117130,Neha,Reddy,user148@example.com,+91 9634752443,Hyderabad,India,2022-04-26 00:00:00,Amazon
CUST-108142,Suresh,Verma,user149@example.com,+91 9485661494,Hyderabad,India,2023-09-08 00:00:00,Amazon
CUST-113760,Amit,Kumar,user150@example.com,+91 9236571491,Chennai,India,2023-02-11 00:00:00,Amazon
CUST-180412,Vikram,Gupta,user151@example.com,+91 9846736540,Kolkata,India,2023-06-29 00:00:00,Amazon
CUST-296296,Anjali,Kumar,user152@example.com,+91 9210848185,Ahmedabad,India,2024-01-25 00:00:00,Amazon
CUST-372086,Pooja,Patel,user153@example.com,+91 9361670087,Bengaluru,India,2023-03-08 00:00:00,Amazon
CUST-488626,Suresh,Singh,user154@example.com,+91 9500431302,Hyderabad,India,2022-08-01 00:00:00,Amazon
CUST-266446,Rahul,Singh,user156@example.com,+91 9308266509,Delhi,India,2022-09-26 00:00:00,Amazon
CUST-275683,Amit,Joshi,user157@example.com,+91 9144483868,Kolkata,India,2023-05-06 00:00:00,Amazon
CUST-189344,Kavita,Reddy,user158@example.com,+91 9934132137,Ahmedabad,India,2022-01-28 00:00:00,Amazon
CUST-399991,Pooja,Verma,user159@example.com,+91 9915296527,Mumbai,India,2024-05-11 00:00:00,Amazon
CUST-325454,Anjali,Kumar,user160@example.com,+91 9240276608,Bengaluru,India,2022-09-14 00:00:00,Amazon
CUST-391367,Suresh,Kumar,user162@example.com,+91 9200434640,Kolkata,India,2022-11-17 00:00:00,Amazon
CUST-201009,Rahul,Rao,user164@example.com,+91 9460202958,Kolkata,India,2023-07-06 00:00:00,Amazon
CUST-423101,Rahul,Rao,user165@example.com,+91 9150503264,Mumbai,India,2023-08-02 00:00:00,Amazon
CUST-437869,Kavita,Joshi,user166@example.com,+91 9537182575,Hyderabad,India,2023-02-01 00:00:00,Amazon
CUST-306211,Neha,Reddy,user167@example.com,+91 9372156675,Hyderabad,India,2023-08-31 00:00:00,Amazon
CUST-402961,Priya,Singh,user169@example.com,+91 9311571648,Hyderabad,India,2023-05-10 00:00:00,Amazon
CUST-324973,Amit,Patel,user170@example.com,+91 9103098643,Chennai,India,2022-01-23 00:00:00,Amazon
CUST-167565,Rahul,Kumar,user171@example.com,+91 9832487266,Chennai,India,2022-08-10 00:00:00,Amazon
CUST-433590,Raj,Gupta,user172@example.com,+91 9985706499,Chennai,India,2023-01-22 00:00:00,Amazon
CUST-304688,Rahul,Patel,user173@example.com,+91 9161676939,Pune,India,2023-07-19 00:00:00,Amazon
CUST-481740,Pooja,Verma,user174@example.com,+91 9469833567,Chennai,India,2023-07-27 00:00:00,Amazon
CUST-191077,Rahul,Desai,user175@example.com,+91 9867990960,Delhi,India,2024-03-09 00:00:00,Amazon
CUST-311350,Rahul,Kumar,user176@example.com,+91 9951527942,Ahmedabad,India,2022-08-25 00:00:00,Amazon
CUST-266789,Priya,Joshi,user177@example.com,+91 9738737645,Pune,India,2022-01-04 00:00:00,Amazon
CUST-371202,Priya,Patel,user178@example.com,+91 9347829401,Kolkata,India,2022-01-29 00:00:00,Amazon
CUST-183070,Anjali,Rao,user179@example.com,+91 9989248079,Delhi,India,2022-10-12 00:00:00,Amazon
CUST-329324,Vikram,Gupta,user180@example.com,+91 9572414583,Hyderabad,India,2023-07-09 00:00:00,Amazon
CUST-221094,Raj,Singh,user181@example.com,+91 9590612024,Mumbai,India,2022-08-14 00:00:00,Amazon
CUST-152207,Rahul,Joshi,user182@example.com,+91 9593490527,Chennai,India,2023-05-14 00:00:00,Amazon
CUST-472257,Rahul,Kumar,user183@example.com,+91 9482100609,Kolkata,India,2023-12-01 00:00:00,Amazon
CUST-166233,Amit,Reddy,user184@example.com,+91 9527224321,Mumbai,India,2023-09-10 00:00:00,Amazon
CUST-364375,Priya,Gupta,user185@example.com,+91 9727668881,Pune,India,2023-10-19 00:00:00,Amazon
CUST-162061,Raj,Joshi,user186@example.com,+91 9203029613,Pune,India,2022-08-22 00:00:00,Amazon
CUST-431056,Kavita,Desai,user187@example.com,+91 9756169258,Delhi,India,2023-02-16 00:00:00,Amazon
CUST-402479,Anjali,Kumar,user188@example.com,+91 9676888276,Chennai,India,2024-01-17 00:00:00,Amazon
CUST-305527,Vikram,Verma,user189@example.com,+91 9340781191,Pune,India,2022-08-21 00:00:00,Amazon
CUST-499597,Neha,Singh,user190@example.com,+91 9241754500,Delhi,India,2023-12-08 00:00:00,Amazon
CUST-428895,Vikram,Verma,user191@example.com,+91 9924531866,Delhi,India,2024-05-13 00:00:00,Amazon
CUST-236435,Pooja,Patel,user192@example.com,+91 9176276107,Bengaluru,India,2022-03-22 00:00:00,Amazon
CUST-183389,Anjali,Patel,user194@example.com,+91 9124607752,Delhi,India,2022-12-19 00:00:00,Amazon
CUST-269032,Pooja,Singh,user195@example.com,+91 9799823348,Hyderabad,India,2023-08-14 00:00:00,Amazon
CUST-206830,Raj,Gupta,user196@example.com,+91 9273837856,Pune,India,2022-07-05 00:00:00,Amazon
CUST-148892,Neha,Patel,user197@example.com,+91 9742328417,Delhi,India,2024-02-04 00:00:00,Amazon
CUST-148897,Priya,Reddy,user198@example.com,+91 9196270450,Chennai,India,2022-05-29 00:00:00,Amazon
CUST-113442,Anjali,Sharma,user199@example.com,+91 9546365829,Pune,India,2024-03-09 00:00:00,Amazon
CUST-329334,Anjali,Sharma,user200@example.com,+91 9832975067,Ahmedabad,India,2023-12-25 00:00:00,Amazon
CUST-106049,Rahul,Joshi,user201@example.com,+91 9972903432,Ahmedabad,India,2023-09-01 00:00:00,Amazon
CUST-429721,Suresh,Joshi,user202@example.com,+91 9836358957,Pune,India,2022-04-27 00:00:00,Amazon
CUST-411053,Anjali,Kumar,user203@example.com,+91 9897034641,Hyderabad,India,2023-11-09 00:00:00,Amazon
CUST-114584,Neha,Desai,user205@example.com,+91 9604311256,Hyderabad,India,2022-06-21 00:00:00,Amazon
CUST-470973,Amit,Desai,user207@example.com,+91 9506003375,Kolkata,India,2022-03-01 00:00:00,Amazon
CUST-385040,Kavita,Joshi,user208@example.com,+91 9752962225,Hyderabad,India,2023-01-28 00:00:00,Amazon
CUST-141299,Amit,Verma,user209@example.com,+91 9143890945,Mumbai,India,2022-12-04 00:00:00,Amazon
CUST-300490,Neha,Desai,user211@example.com,+91 9724961011,Hyderabad,India,2022-08-17 00:00:00,Amazon
CUST-113259,Vikram,Gupta,user212@example.com,+91 9904312279,Chennai,India,2022-10-14 00:00:00,Amazon
CUST-489199,Neha,Kumar,user213@example.com,+91 9670034425,Ahmedabad,India,2022-03-07 00:00:00,Amazon
CUST-484916,Suresh,Singh,user214@example.com,+91 9334258002,Bengaluru,India,2022-02-14 00:00:00,Amazon
CUST-168444,Rahul,Desai,user215@example.com,+91 9228131366,Bengaluru,India,2022-09-28 00:00:00,Amazon
CUST-432641,Vikram,Rao,user217@example.com,+91 9131322804,Hyderabad,India,2023-01-22 00:00:00,Amazon
CUST-287758,Pooja,Sharma,user219@example.com,+91 9366225137,Pune,India,2023-12-04 00:00:00,Amazon
CUST-197808,Rahul,Verma,user220@example.com,+91 9896581193,Bengaluru,India,2022-05-29 00:00:00,Amazon
CUST-225683,Suresh,Joshi,user221@example.com,+91 9681122229,Chennai,India,2023-08-16 00:00:00,Amazon
CUST-255672,Vikram,Patel,user224@example.com,+91 9171812746,Ahmedabad,India,2023-07-11 00:00:00,Amazon
CUST-201622,Kavita,Desai,user225@example.com,+91 9765815220,Ahmedabad,India,2023-04-08 00:00:00,Amazon
CUST-380712,Amit,Verma,user226@example.com,+91 9515644788,Kolkata,India,2022-06-24 00:00:00,Amazon
CUST-228583,Vikram,Rao,user227@example.com,+91 9520780157,Chennai,India,2022-05-12 00:00:00,Amazon
CUST-480796,Kavita,Desai,user228@example.com,+91 9274163458,Pune,India,2023-06-10 00:00:00,Amazon
CUST-298236,Suresh,Kumar,user229@example.com,+91 9261958664,Chennai,India,2022-06-10 00:00:00,Amazon
CUST-445640,Rahul,Sharma,user231@example.com,+91 9187144741,Ahmedabad,India,2023-05-07 00:00:00,Amazon
CUST-127131,Priya,Kumar,user232@example.com,+91 9960559442,Mumbai,India,2022-05-08 00:00:00,Amazon
CUST-244160,Rahul,Joshi,user233@example.com,+91 9317995417,Pune,India,2023-06-16 00:00:00,Amazon
CUST-143496,Raj,Reddy,user234@example.com,+91 9227254987,Hyderabad,India,2022-07-17 00:00:00,Amazon
CUST-175376,Raj,Singh,user235@example.com,+91 9550756345,Bengaluru,India,2022-01-21 00:00:00,Amazon
CUST-428958,Vikram,Joshi,user236@example.com,+91 9622748935,Hyderabad,India,2022-03-31 00:00:00,Amazon
CUST-112132,Suresh,Verma,user237@example.com,+91 9115023908,Kolkata,India,2023-07-04 00:00:00,Amazon
CUST-434698,Suresh,Singh,user238@example.com,+91 9638038301,Bengaluru,India,2022-04-27 00:00:00,Amazon
CUST-403748,Amit,Joshi,user239@example.com,+91 9159997565,Pune,India,2023-04-03 00:00:00,Amazon
CUST-154221,Amit,Singh,user240@example.com,+91 9493947814,Delhi,India,2023-12-15 00:00:00,Amazon
CUST-158160,Amit,Kumar,user241@example.com,+91 9535791871,Ahmedabad,India,2023-08-21 00:00:00,Amazon
CUST-412420,Pooja,Sharma,user243@example.com,+91 9495753745,Hyderabad,India,2023-02-15 00:00:00,Amazon
CUST-164321,Anjali,Sharma,user244@example.com,+91 9548484824,Delhi,India,2023-10-30 00:00:00,Amazon
CUST-156139,Pooja,Joshi,user245@example.com,+91 9522255656,Delhi,India,2022-02-24 00:00:00,Amazon
CUST-174362,Rahul,Joshi,user246@example.com,+91 9594463016,Pune,India,2024-05-18 00:00:00,Amazon
CUST-248091,Pooja,Singh,user247@example.com,+91 9908681051,Hyderabad,India,2024-04-27 00:00:00,Amazon
CUST-237360,Neha,Verma,user248@example.com,+91 9143571772,Hyderabad,India,2023-05-07 00:00:00,Amazon
CUST-194700,Rahul,Joshi,user249@example.com,+91 9511419981,Pune,India,2022-12-09 00:00:00,Amazon
CUST-148641,Pooja,Singh,user250@example.com,+91 9351113725,Pune,India,2023-11-25 00:00:00,Amazon
CUST-140570,Neha,Gupta,user251@example.com,+91 9852076914,Bengaluru,India,2023-04-04 00:00:00,Amazon
CUST-359126,Anjali,Sharma,user252@example.com,+91 9523055585,Kolkata,India,2023-06-23 00:00:00,Amazon
CUST-209037,Neha,Kumar,user254@example.com,+91 9190315292,Pune,India,2024-01-17 00:00:00,Amazon
CUST-304891,Amit,Patel,user255@example.com,+91 9712384962,Chennai,India,2024-03-20 00:00:00,Amazon
CUST-152780,Suresh,Singh,user256@example.com,+91 9649911488,Delhi,India,2024-05-06 00:00:00,Amazon
CUST-316921,Priya,Rao,user259@example.com,+91 9488749082,Mumbai,India,2023-11-03 00:00:00,Amazon
CUST-138574,Priya,Singh,user260@example.com,+91 9488340751,Pune,India,2022-09-16 00:00:00,Amazon
CUST-355075,Priya,Verma,user261@example.com,+91 9164901853,Pune,India,2024-05-02 00:00:00,Amazon
CUST-428037,Anjali,Joshi,user262@example.com,+91 9425554973,Bengaluru,India,2023-08-14 00:00:00,Amazon
CUST-140009,Amit,Singh,user263@example.com,+91 9724073270,Pune,India,2023-05-04 00:00:00,Amazon
CUST-210255,Suresh,Joshi,user264@example.com,+91 9408099181,Bengaluru,India,2022-10-19 00:00:00,Amazon
CUST-460362,Neha,Reddy,user265@example.com,+91 9936233267,Chennai,India,2023-08-19 00:00:00,Amazon
CUST-264408,Rahul,Desai,user268@example.com,+91 9373520394,Delhi,India,2023-10-02 00:00:00,Amazon
CUST-432163,Raj,Reddy,user269@example.com,+91 9422662742,Bengaluru,India,2023-09-07 00:00:00,Amazon
CUST-336390,Neha,Singh,user270@example.com,+91 9804403721,Bengaluru,India,2022-02-28 00:00:00,Amazon
CUST-184464,Pooja,Verma,user271@example.com,+91 9138845555,Mumbai,India,2022-11-20 00:00:00,Amazon
CUST-194270,Pooja,Joshi,user272@example.com,+91 9573493588,Delhi,India,2022-06-15 00:00:00,Amazon
CUST-256633,Vikram,Singh,user273@example.com,+91 9563303681,Delhi,India,2024-06-08 00:00:00,Amazon
